Date,Hs,P,W
"2012-9-20-23",1.3058,101400.0000,6.1000
"2012-9-21-0",1.1743,101420.0000,6.7000
"2012-9-21-1",1.2261,101470.0000,7.1000
"2012-9-21-2",1.1633,101480.0000,6.5000
"2012-9-21-3",1.2792,101490.0000,6.9000
"2012-9-21-4",1.2474,101490.0000,6.5000
"2012-9-21-5",1.2146,101460.0000,6.5000
"2012-9-21-6",1.2025,101420.0000,5.8000
"2012-9-21-7",1.2138,101350.0000,5.5000
"2012-9-21-8",1.2381,101320.0000,5.1000
"2012-9-21-9",1.0600,101350.0000,4.4000
"2012-9-21-10",1.1395,101390.0000,4.4000
"2012-9-21-11",1.1443,101430.0000,4.2000
"2012-9-21-12",1.2424,101490.0000,3.5000
"2012-9-21-13",1.1937,101520.0000,2.9000
"2012-9-21-14",1.2133,101520.0000,3.7000
"2012-9-21-15",1.1373,101530.0000,3.6000
"2012-9-21-16",1.0750,101500.0000,4.2000
"2012-9-21-17",1.0600,101460.0000,4.1000
"2012-9-21-18",1.0612,101420.0000,4.4000
"2012-9-21-19",1.0980,101350.0000,5.6000
"2012-9-21-20",1.0039,101320.0000,5.9000
"2012-9-21-21",1.0494,101330.0000,5.2000
"2012-9-21-22",0.9883,101380.0000,4.6000
"2012-9-21-23",1.0544,101400.0000,4.5000
"2012-9-22-0",1.1333,101450.0000,4.3000
"2012-9-22-1",1.0436,101500.0000,4.1000
"2012-9-22-2",1.0198,101550.0000,3.4000
"2012-9-22-3",1.0073,101590.0000,3.1000
"2012-9-22-4",0.9943,101570.0000,3.3000
"2012-9-22-5",1.0190,101550.0000,2.7000
"2012-9-22-6",1.1517,101520.0000,3.1000
"2012-9-22-7",1.1628,101480.0000,3.4000
"2012-9-22-8",1.2425,101480.0000,3.3000
"2012-9-22-9",1.2262,101520.0000,3.3000
"2012-9-22-10",1.2049,101560.0000,3.6000
"2012-9-22-11",1.2413,101620.0000,3.3000
"2012-9-22-12",1.2993,101700.0000,3.5000
"2012-9-22-13",1.1671,101710.0000,3.1000
"2012-9-22-14",1.2891,101740.0000,3.2000
"2012-9-22-15",1.3284,101750.0000,2.3000
"2012-9-22-16",1.2423,101730.0000,2.6000
"2012-9-22-17",1.1899,101690.0000,3.4000
"2012-9-22-18",1.4654,101630.0000,3.4000
"2012-9-22-19",1.4384,101600.0000,3.1000
"2012-9-22-20",1.2671,101570.0000,4.1000
"2012-9-22-21",1.4058,101580.0000,3.7000
"2012-9-22-22",1.2895,101600.0000,3.7000
"2012-9-22-23",1.3537,101660.0000,4.3000
"2012-9-23-0",1.1366,101720.0000,4.3000
"2012-9-23-1",1.1315,101770.0000,3.8000
"2012-9-23-2",1.2059,101820.0000,4.3000
"2012-9-23-3",1.1621,101830.0000,3.8000
"2012-9-23-4",1.0899,101810.0000,4.0000
"2012-9-23-5",1.1791,101780.0000,3.8000
"2012-9-23-6",1.1208,101730.0000,4.1000
"2012-9-23-7",1.2114,101700.0000,4.1000
"2012-9-23-8",1.1616,101650.0000,3.8000
"2012-9-23-9",1.2305,101680.0000,3.9000
"2012-9-23-10",1.3156,101750.0000,3.6000
"2012-9-23-11",1.1754,101840.0000,3.3000
"2012-9-23-12",1.3414,101880.0000,3.1000
"2012-9-23-13",1.2723,101910.0000,3.1000
"2012-9-23-14",1.3500,101900.0000,3.5000
"2012-9-23-15",1.3353,101870.0000,3.1000
"2012-9-23-16",1.2939,101840.0000,2.9000
"2012-9-23-17",1.2887,101780.0000,3.3000
"2012-9-23-18",1.2953,101710.0000,3.0000
"2012-9-23-19",1.3465,101670.0000,2.9000
"2012-9-23-20",1.2323,101640.0000,2.0000
"2012-9-23-21",1.3574,101620.0000,2.5000
"2012-9-23-22",1.4560,101630.0000,2.6000
"2012-9-23-23",1.3568,101670.0000,2.1000
"2012-9-24-0",1.4720,101730.0000,3.6000
"2012-9-24-1",1.3613,101790.0000,4.7000
"2012-9-24-2",1.3757,101850.0000,3.5000
"2012-9-24-3",1.2893,101860.0000,2.9000
"2012-9-24-4",1.3069,101850.0000,3.3000
"2012-9-24-5",1.3708,101790.0000,3.1000
"2012-9-24-6",1.2366,101740.0000,2.3000
"2012-9-24-7",1.2983,101670.0000,2.3000
"2012-9-24-8",1.3073,101630.0000,2.5000
"2012-9-24-9",1.1984,101630.0000,2.0000
"2012-9-24-10",1.4202,101670.0000,1.9000
"2012-9-24-11",1.4614,101690.0000,2.3000
"2012-9-24-12",1.3836,101720.0000,2.0000
"2012-9-24-13",1.4433,101730.0000,2.2000
"2012-9-24-14",1.2033,101740.0000,2.9000
"2012-9-24-15",1.4227,101740.0000,2.8000
"2012-9-24-16",1.4029,101740.0000,2.6000
"2012-9-24-17",1.4893,101700.0000,2.2000
"2012-9-24-18",1.3065,101640.0000,2.3000
"2012-9-24-19",1.4399,101600.0000,1.2000
"2012-9-24-20",1.4751,101610.0000,1.2000
"2012-9-24-21",1.2974,101610.0000,1.8000
"2012-9-24-22",1.4765,101630.0000,2.8000
"2012-9-24-23",1.4435,101660.0000,1.7000
"2012-9-25-0",1.4255,101650.0000,1.9000
"2012-9-25-1",1.4459,101710.0000,2.2000
"2012-9-25-2",1.4644,101750.0000,2.6000
"2012-9-25-3",1.4997,101730.0000,3.0000
"2012-9-25-4",1.5374,101720.0000,2.0000
"2012-9-25-5",1.4978,101680.0000,1.4000
"2012-9-25-6",1.4813,101640.0000,1.7000
"2012-9-25-7",1.5067,101600.0000,2.2000
"2012-9-25-8",1.6052,101580.0000,1.6000
"2012-9-25-9",1.3807,101620.0000,2.5000
"2012-9-25-10",1.4530,101660.0000,2.9000
"2012-9-25-11",1.3788,101700.0000,2.9000
"2012-9-25-12",1.4038,101770.0000,2.9000
"2012-9-25-13",1.3323,101820.0000,3.0000
"2012-9-25-14",1.3658,101860.0000,3.3000
"2012-9-25-15",1.5107,101850.0000,3.7000
"2012-9-25-16",1.4262,101830.0000,3.1000
"2012-9-25-17",1.6020,101790.0000,2.8000
"2012-9-25-18",1.4701,101720.0000,3.4000
"2012-9-25-19",1.4372,101670.0000,3.5000
"2012-9-25-20",1.4204,101640.0000,3.6000
"2012-9-25-21",1.5738,101640.0000,3.8000
"2012-9-25-22",1.4660,101660.0000,3.8000
"2012-9-25-23",1.4481,101680.0000,4.0000
"2012-9-26-0",1.4189,101730.0000,4.7000
"2012-9-26-1",1.6000,101800.0000,4.3000
"2012-9-26-2",1.3791,101850.0000,3.8000
"2012-9-26-3",1.3576,101840.0000,4.6000
"2012-9-26-4",1.4520,101820.0000,4.5000
"2012-9-26-5",1.2796,101780.0000,4.8000
"2012-9-26-6",1.3726,101730.0000,5.3000
"2012-9-26-7",1.3913,101650.0000,5.2000
"2012-9-26-8",1.4296,101630.0000,5.0000
"2012-9-26-9",1.3440,101630.0000,5.8000
"2012-9-26-10",1.4539,101630.0000,5.3000
"2012-9-26-11",1.4180,101680.0000,5.6000
"2012-9-26-12",1.3786,101720.0000,5.3000
"2012-9-26-13",1.3647,101770.0000,5.4000
"2012-9-26-14",1.3019,101820.0000,5.2000
"2012-9-26-15",1.3076,101830.0000,6.1000
"2012-9-26-16",1.3162,101810.0000,5.8000
"2012-9-26-17",1.3743,101750.0000,5.5000
"2012-9-26-18",1.4933,101680.0000,5.3000
"2012-9-26-19",1.3799,101640.0000,5.1000
"2012-9-26-20",1.2980,101620.0000,5.6000
"2012-9-26-21",1.2876,101610.0000,5.7000
"2012-9-26-22",1.3875,101640.0000,5.9000
"2012-9-26-23",1.4072,101670.0000,5.5000
"2012-9-27-0",1.3923,101710.0000,6.3000
"2012-9-27-1",1.3310,101760.0000,7.0000
"2012-9-27-2",1.3108,101810.0000,7.0000
"2012-9-27-3",1.4417,101800.0000,7.0000
"2012-9-27-4",1.4360,101780.0000,7.0000
"2012-9-27-5",1.4639,101700.0000,7.1000
"2012-9-27-6",1.5582,101630.0000,6.4000
"2012-9-27-7",1.3793,101550.0000,6.1000
"2012-9-27-8",1.4596,101510.0000,5.2000
"2012-9-27-9",1.5852,101510.0000,6.8000
"2012-9-27-10",1.5381,101550.0000,6.2000
"2012-9-27-11",1.4395,101600.0000,6.6000
"2012-9-27-12",1.4665,101640.0000,6.3000
"2012-9-27-13",1.4297,101680.0000,6.6000
"2012-9-27-14",1.3458,101690.0000,7.0000
"2012-9-27-15",1.4674,101710.0000,6.4000
"2012-9-27-16",1.3980,101690.0000,5.9000
"2012-9-27-17",1.4138,101640.0000,5.6000
"2012-9-27-18",1.3928,101580.0000,6.7000
"2012-9-27-19",1.3179,101520.0000,4.7000
"2012-9-27-20",1.3388,101500.0000,4.4000
"2012-9-27-21",1.3661,101490.0000,4.1000
"2012-9-27-22",1.3693,101480.0000,5.3000
"2012-9-27-23",1.4388,101520.0000,5.4000
"2012-9-28-0",1.3298,101550.0000,5.2000
"2012-9-28-1",1.3691,101620.0000,5.3000
"2012-9-28-2",1.3661,101650.0000,7.5000
"2012-9-28-3",1.3110,101640.0000,3.3000
"2012-9-28-4",1.3829,101580.0000,5.2000
"2012-9-28-5",1.3867,101570.0000,4.5000
"2012-9-28-6",1.3357,101510.0000,4.5000
"2012-9-28-7",1.3641,101470.0000,5.2000
"2012-9-28-8",1.3236,101450.0000,4.3000
"2012-9-28-9",1.3776,101450.0000,3.9000
"2012-9-28-10",1.2898,101500.0000,5.5000
"2012-9-28-11",1.3585,101530.0000,4.5000
"2012-9-28-12",1.2370,101590.0000,4.7000
"2012-9-28-13",1.3088,101660.0000,4.9000
"2012-9-28-14",1.3715,101680.0000,5.4000
"2012-9-28-15",1.3235,101650.0000,6.1000
"2012-9-28-16",1.2882,101590.0000,6.3000
"2012-9-28-17",1.3158,101530.0000,6.1000
"2012-9-28-18",1.3246,101500.0000,5.4000
"2012-9-28-19",1.3456,101450.0000,5.8000
"2012-9-28-20",1.3573,101420.0000,5.3000
"2012-9-28-21",1.4457,101420.0000,4.9000
"2012-9-28-22",1.4896,101400.0000,6.5000
"2012-9-28-23",1.4651,101440.0000,7.0000
"2012-9-29-0",1.3666,101490.0000,6.6000
"2012-9-29-1",1.4461,101570.0000,6.7000
"2012-9-29-2",1.3777,101590.0000,8.4000
"2012-9-29-3",1.3630,101580.0000,6.3000
"2012-9-29-4",1.3726,101560.0000,7.4000
"2012-9-29-5",1.3448,101530.0000,6.4000
"2012-9-29-6",1.4291,101450.0000,5.8000
"2012-9-29-7",1.4648,101400.0000,6.7000
"2012-9-29-8",1.4637,101380.0000,8.4000
"2012-9-29-9",1.4433,101410.0000,7.2000
"2012-9-29-10",1.4385,101440.0000,6.9000
"2012-9-29-11",1.3473,101500.0000,6.5000
"2012-9-29-12",1.3357,101570.0000,3.5000
"2012-9-29-13",1.3441,101630.0000,6.7000
"2012-9-29-14",1.4403,101630.0000,3.8000
"2012-9-29-15",1.3035,101610.0000,4.1000
"2012-9-29-16",1.3454,101570.0000,5.3000
"2012-9-29-17",1.3294,101480.0000,0.9000
"2012-9-29-18",1.2781,101410.0000,4.4000
"2012-9-29-19",1.2926,101330.0000,4.1000
"2012-9-29-20",1.3850,101340.0000,6.6000
"2012-9-29-21",1.3797,101320.0000,8.2000
"2012-9-29-22",1.4455,101360.0000,7.0000
"2012-9-29-23",1.4686,101390.0000,6.6000
"2012-9-30-0",1.3939,101420.0000,6.5000
"2012-9-30-1",1.3059,101450.0000,5.8000
"2012-9-30-2",1.3317,101500.0000,6.2000
"2012-9-30-3",1.2818,101490.0000,6.5000
"2012-9-30-4",1.2721,101440.0000,6.5000
"2012-9-30-5",1.3069,101440.0000,5.6000
"2012-9-30-6",1.1994,101450.0000,5.1000
"2012-9-30-7",1.1859,101470.0000,4.1000
"2012-9-30-8",1.2457,101470.0000,3.4000
"2012-9-30-9",1.2000,101480.0000,4.0000
"2012-9-30-10",1.1386,101510.0000,4.1000
"2012-9-30-11",1.0754,101510.0000,4.0000
"2012-9-30-12",1.2317,101470.0000,7.0000
"2012-9-30-13",1.1849,101540.0000,7.4000
"2012-9-30-14",1.1105,101610.0000,7.8000
"2012-9-30-15",1.2456,101680.0000,8.2000
"2012-9-30-16",1.2350,101670.0000,7.4000
"2012-9-30-17",1.2322,101610.0000,5.2000
"2012-9-30-18",1.1676,101580.0000,5.0000
"2012-9-30-19",1.1920,101530.0000,6.0000
"2012-9-30-20",1.1786,101520.0000,4.4000
"2012-9-30-21",1.2037,101510.0000,4.3000
"2012-9-30-22",1.2369,101520.0000,5.5000
"2012-9-30-23",1.0923,101550.0000,6.3000
"2012-10-1-0",1.1117,101610.0000,6.5000
"2012-10-1-1",1.1213,101660.0000,5.5000
"2012-10-1-2",1.1398,101700.0000,4.3000
"2012-10-1-3",1.1955,101710.0000,4.9000
"2012-10-1-4",1.0993,101670.0000,4.9000
"2012-10-1-5",1.1985,101630.0000,5.7000
"2012-10-1-6",1.1439,101560.0000,5.0000
"2012-10-1-7",1.1748,101530.0000,4.8000
"2012-10-1-8",1.0833,101520.0000,5.5000
"2012-10-1-9",1.1548,101540.0000,5.8000
"2012-10-1-10",1.0668,101590.0000,5.5000
"2012-10-1-11",1.1707,101630.0000,5.0000
"2012-10-1-12",1.0487,101660.0000,5.0000
"2012-10-1-13",1.0149,101730.0000,4.6000
"2012-10-1-14",1.0347,101790.0000,4.9000
"2012-10-1-15",0.9854,101790.0000,5.0000
"2012-10-1-16",0.9975,101780.0000,5.4000
"2012-10-1-17",0.9412,101730.0000,4.7000
"2012-10-1-18",0.9991,101710.0000,5.2000
"2012-10-1-19",1.0071,101680.0000,6.1000
"2012-10-1-20",0.9809,101680.0000,5.0000
"2012-10-1-21",0.9369,101690.0000,5.2000
"2012-10-1-22",0.9789,101670.0000,5.4000
"2012-10-1-23",0.9743,101670.0000,5.9000
"2012-10-2-0",1.0365,101750.0000,6.1000
"2012-10-2-1",1.0352,101790.0000,6.6000
"2012-10-2-2",1.0783,101840.0000,6.9000
"2012-10-2-3",1.0516,101870.0000,6.9000
"2012-10-2-4",1.1126,101850.0000,7.0000
"2012-10-2-5",1.1734,101840.0000,6.9000
"2012-10-2-6",1.2583,101790.0000,7.1000
"2012-10-2-7",1.1630,101740.0000,7.5000
"2012-10-2-8",1.1997,101740.0000,8.0000
"2012-10-2-9",1.2022,101780.0000,6.5000
"2012-10-2-10",1.2902,101820.0000,6.3000
"2012-10-2-11",1.2729,101870.0000,6.4000
"2012-10-2-12",1.2227,101910.0000,6.2000
"2012-10-2-13",1.1146,101990.0000,6.5000
"2012-10-2-14",1.2268,102000.0000,6.6000
"2012-10-2-15",1.2233,102030.0000,6.7000
"2012-10-2-16",1.0607,102000.0000,6.6000
"2012-10-2-17",1.3154,101950.0000,7.2000
"2012-10-2-18",1.3282,101900.0000,6.5000
"2012-10-2-19",1.2974,101870.0000,5.7000
"2012-10-2-20",1.2884,101890.0000,5.9000
"2012-10-2-21",1.2715,101890.0000,6.4000
"2012-10-2-22",1.2781,101920.0000,6.3000
"2012-10-2-23",1.3444,101950.0000,6.4000
"2012-10-3-0",1.3130,102000.0000,6.4000
"2012-10-3-1",1.2921,102050.0000,6.4000
"2012-10-3-2",1.4255,102080.0000,6.9000
"2012-10-3-3",1.3707,102080.0000,7.8000
"2012-10-3-4",1.5515,102070.0000,7.9000
"2012-10-3-5",1.6170,102040.0000,8.3000
"2012-10-3-6",1.6953,102010.0000,7.8000
"2012-10-3-7",1.5513,101980.0000,8.5000
"2012-10-3-8",1.5808,101960.0000,8.6000
"2012-10-3-9",1.6669,102000.0000,8.1000
"2012-10-3-10",1.6397,102020.0000,7.8000
"2012-10-3-11",1.7506,102050.0000,7.9000
"2012-10-3-12",1.6947,102080.0000,8.3000
"2012-10-3-13",1.7372,102140.0000,8.0000
"2012-10-3-14",1.6450,102150.0000,7.5000
"2012-10-3-15",1.6970,102170.0000,7.5000
"2012-10-3-16",1.7103,102140.0000,7.1000
"2012-10-3-17",1.6224,102070.0000,7.5000
"2012-10-3-18",1.6930,102000.0000,7.1000
"2012-10-3-19",1.6579,101970.0000,7.6000
"2012-10-3-20",1.7808,101950.0000,6.8000
"2012-10-3-21",1.7213,101960.0000,7.2000
"2012-10-3-22",1.7200,101960.0000,6.7000
"2012-10-3-23",1.6122,101960.0000,6.5000
"2012-10-4-0",1.7438,102010.0000,8.8000
"2012-10-4-1",1.7495,102050.0000,8.4000
"2012-10-4-2",1.8670,102070.0000,8.7000
"2012-10-4-3",1.8752,102090.0000,9.3000
"2012-10-4-4",1.7791,102080.0000,8.8000
"2012-10-4-5",1.9043,102040.0000,8.5000
"2012-10-4-6",2.0128,102000.0000,9.1000
"2012-10-4-7",2.1310,101920.0000,8.6000
"2012-10-4-8",2.1420,101890.0000,9.1000
"2012-10-4-9",2.0339,101900.0000,9.0000
"2012-10-4-10",2.1400,101920.0000,8.0000
"2012-10-4-11",1.9971,101930.0000,7.6000
"2012-10-4-12",1.9445,101970.0000,7.5000
"2012-10-4-13",1.9109,101970.0000,7.4000
"2012-10-4-14",1.8308,101980.0000,8.0000
"2012-10-4-15",2.0430,101990.0000,6.9000
"2012-10-4-16",1.8249,101950.0000,7.7000
"2012-10-4-17",1.9133,101900.0000,7.2000
"2012-10-4-18",1.9503,101800.0000,6.7000
"2012-10-4-19",1.8062,101720.0000,6.7000
"2012-10-4-20",1.8057,101720.0000,6.4000
"2012-10-4-21",1.8326,101710.0000,6.7000
"2012-10-4-22",1.7030,101710.0000,6.9000
"2012-10-4-23",1.6959,101710.0000,6.9000
"2012-10-5-0",1.6913,101710.0000,7.2000
"2012-10-5-1",1.5857,101710.0000,8.2000
"2012-10-5-2",1.6698,101710.0000,8.4000
"2012-10-5-3",1.7007,101650.0000,8.2000
"2012-10-5-4",1.5639,101610.0000,8.0000
"2012-10-5-5",1.5918,101550.0000,7.6000
"2012-10-5-6",1.5756,101510.0000,7.2000
"2012-10-5-7",1.6031,101480.0000,6.6000
"2012-10-5-8",1.5912,101430.0000,6.4000
"2012-10-5-9",1.5495,101450.0000,6.2000
"2012-10-5-10",1.5036,101500.0000,8.3000
"2012-10-5-11",1.5896,101500.0000,5.6000
"2012-10-5-12",1.5398,101510.0000,6.2000
"2012-10-5-13",1.4260,101500.0000,6.1000
"2012-10-5-14",1.4773,101500.0000,7.9000
"2012-10-5-15",1.4749,101520.0000,4.4000
"2012-10-5-16",1.4134,101460.0000,7.6000
"2012-10-5-17",1.4733,101370.0000,7.2000
"2012-10-5-18",1.4557,101330.0000,4.8000
"2012-10-5-19",1.5713,101220.0000,4.6000
"2012-10-5-20",1.4677,101140.0000,3.0000
"2012-10-5-21",1.4156,101130.0000,2.5000
"2012-10-5-22",1.4296,101100.0000,7.2000
"2012-10-5-23",1.4195,101110.0000,6.8000
"2012-10-6-0",1.5256,101120.0000,7.0000
"2012-10-6-1",1.5488,101140.0000,5.6000
"2012-10-6-2",1.5258,101130.0000,4.9000
"2012-10-6-3",1.5777,101060.0000,6.0000
"2012-10-6-4",1.5565,101030.0000,7.8000
"2012-10-6-5",1.5713,100990.0000,9.8000
"2012-10-6-6",1.5785,101020.0000,6.6000
"2012-10-6-7",1.6773,100930.0000,4.8000
"2012-10-6-8",1.5710,100870.0000,6.6000
"2012-10-6-9",1.5401,100830.0000,5.3000
"2012-10-6-10",1.5481,100860.0000,6.1000
"2012-10-6-11",1.5107,100890.0000,5.7000
"2012-10-6-12",1.5161,100980.0000,5.0000
"2012-10-6-13",1.5130,101080.0000,6.5000
"2012-10-6-14",1.5558,101090.0000,6.0000
"2012-10-6-15",1.4733,101090.0000,5.1000
"2012-10-6-16",1.4468,101050.0000,7.1000
"2012-10-6-17",1.4845,100910.0000,5.9000
"2012-10-6-18",1.4328,100860.0000,6.3000
"2012-10-6-19",1.5728,100790.0000,8.6000
"2012-10-6-20",1.6486,100810.0000,8.7000
"2012-10-6-21",1.6620,100850.0000,8.6000
"2012-10-6-22",1.7014,100880.0000,5.5000
"2012-10-6-23",1.7178,100880.0000,6.8000
"2012-10-7-0",1.7577,100940.0000,6.7000
"2012-10-7-1",1.7090,100970.0000,7.8000
"2012-10-7-2",1.6916,101010.0000,8.3000
"2012-10-7-3",1.6755,101020.0000,8.6000
"2012-10-7-4",1.6335,101020.0000,6.5000
"2012-10-7-5",1.6051,101010.0000,7.9000
"2012-10-7-6",1.5306,100990.0000,7.8000
"2012-10-7-7",1.6500,100970.0000,8.0000
"2012-10-7-8",1.5926,100960.0000,8.3000
"2012-10-7-9",1.5432,101000.0000,6.9000
"2012-10-7-10",1.4903,101060.0000,8.4000
"2012-10-7-11",1.6303,101090.0000,8.5000
"2012-10-7-12",1.6011,101170.0000,8.1000
"2012-10-7-13",1.5468,101250.0000,8.6000
"2012-10-7-14",1.4870,101300.0000,7.0000
"2012-10-7-15",1.4806,101340.0000,6.6000
"2012-10-7-16",1.3691,101340.0000,5.2000
"2012-10-7-17",1.5257,101320.0000,4.6000
"2012-10-7-18",1.4663,101240.0000,3.8000
"2012-10-7-19",1.3460,101210.0000,4.2000
"2012-10-7-20",1.2785,101220.0000,4.0000
"2012-10-7-21",1.2216,101240.0000,4.5000
"2012-10-7-22",1.1802,101270.0000,4.6000
"2012-10-7-23",1.2270,101350.0000,4.7000
"2012-10-8-0",1.2001,101400.0000,4.8000
"2012-10-8-1",1.2011,101480.0000,4.7000
"2012-10-8-2",1.1477,101540.0000,1.2000
"2012-10-8-3",1.1815,101510.0000,5.9000
"2012-10-8-4",1.1833,101510.0000,4.6000
"2012-10-8-5",1.2296,101500.0000,7.3000
"2012-10-8-6",1.2188,101450.0000,6.2000
"2012-10-8-7",1.2780,101440.0000,8.6000
"2012-10-8-8",1.2764,101420.0000,6.6000
"2012-10-8-9",1.2479,101480.0000,4.6000
"2012-10-8-10",1.3068,101510.0000,8.0000
"2012-10-8-11",1.2199,101570.0000,7.0000
"2012-10-8-12",1.3247,101660.0000,5.9000
"2012-10-8-13",1.2930,101720.0000,7.3000
"2012-10-8-14",1.2766,101760.0000,7.0000
"2012-10-8-15",1.2658,101780.0000,6.5000
"2012-10-8-16",1.2471,101760.0000,6.5000
"2012-10-8-17",1.2457,101730.0000,9.5000
"2012-10-8-18",1.3210,101680.0000,4.7000
"2012-10-8-19",1.2475,101630.0000,5.3000
"2012-10-8-20",1.2358,101600.0000,5.4000
"2012-10-8-21",1.2675,101600.0000,6.2000
"2012-10-8-22",1.1566,101640.0000,6.3000
"2012-10-8-23",1.1146,101660.0000,6.0000
"2012-10-9-0",1.2558,101720.0000,7.7000
"2012-10-9-1",1.1894,101780.0000,6.1000
"2012-10-9-2",1.3657,101800.0000,6.8000
"2012-10-9-3",1.3089,101820.0000,6.9000
"2012-10-9-4",1.1945,101820.0000,6.5000
"2012-10-9-5",1.4805,101780.0000,6.7000
"2012-10-9-6",1.3296,101720.0000,6.7000
"2012-10-9-7",1.2897,101680.0000,6.1000
"2012-10-9-8",1.2336,101640.0000,6.2000
"2012-10-9-9",1.3833,101640.0000,6.6000
"2012-10-9-10",1.2964,101660.0000,5.8000
"2012-10-9-11",1.3086,101700.0000,5.9000
"2012-10-9-12",1.3519,101750.0000,5.7000
"2012-10-9-13",1.3488,101790.0000,5.2000
"2012-10-9-14",1.3679,101800.0000,5.3000
"2012-10-9-15",1.3423,101760.0000,5.0000
"2012-10-9-16",1.1922,101690.0000,5.7000
"2012-10-9-17",1.2246,101610.0000,5.5000
"2012-10-9-18",1.1471,101570.0000,4.0000
"2012-10-9-19",1.1945,101530.0000,3.4000
"2012-10-9-20",1.1443,101520.0000,3.0000
"2012-10-9-21",1.2137,101520.0000,2.4000
"2012-10-9-22",1.2627,101540.0000,2.4000
"2012-10-9-23",1.3530,101580.0000,2.3000
"2012-10-10-0",1.1887,101630.0000,1.5000
"2012-10-10-1",1.1847,101680.0000,1.4000
"2012-10-10-2",1.2305,101660.0000,2.9000
"2012-10-10-3",1.1559,101660.0000,2.1000
"2012-10-10-4",1.1135,101630.0000,0.7000
"2012-10-10-5",1.1283,101590.0000,0.8000
"2012-10-10-6",1.3048,101510.0000,3.1000
"2012-10-10-7",1.1619,101440.0000,4.1000
"2012-10-10-8",1.1087,101420.0000,2.7000
"2012-10-10-9",1.2376,101450.0000,2.7000
"2012-10-10-10",1.1355,101470.0000,2.1000
"2012-10-10-11",1.1419,101520.0000,1.3000
"2012-10-10-12",1.1500,101560.0000,1.3000
"2012-10-10-13",1.0931,101630.0000,1.9000
"2012-10-10-14",1.3224,101640.0000,2.5000
"2012-10-10-15",1.1470,101640.0000,2.4000
"2012-10-10-16",1.2137,101600.0000,3.0000
"2012-10-10-17",1.1482,101510.0000,3.3000
"2012-10-10-18",1.2474,101420.0000,3.4000
"2012-10-10-19",1.3289,101360.0000,4.0000
"2012-10-10-20",1.2970,101370.0000,4.2000
"2012-10-10-21",1.2924,101360.0000,3.6000
"2012-10-10-22",1.3721,101410.0000,3.7000
"2012-10-10-23",1.1955,101440.0000,2.5000
"2012-10-11-0",1.3136,101480.0000,4.8000
"2012-10-11-1",1.2025,101520.0000,1.0000
"2012-10-11-2",1.3374,101560.0000,1.7000
"2012-10-11-3",1.2309,101540.0000,5.6000
"2012-10-11-4",1.2170,101510.0000,4.0000
"2012-10-11-5",1.1352,101470.0000,5.3000
"2012-10-11-6",1.2060,101420.0000,5.2000
"2012-10-11-7",1.1817,101370.0000,5.4000
"2012-10-11-8",1.2347,101340.0000,5.5000
"2012-10-11-9",1.1970,101340.0000,5.3000
"2012-10-11-10",1.2816,101370.0000,6.2000
"2012-10-11-11",1.1803,101440.0000,6.8000
"2012-10-11-12",1.3536,101500.0000,6.4000
"2012-10-11-13",1.2085,101570.0000,6.3000
"2012-10-11-14",1.2398,101570.0000,6.9000
"2012-10-11-15",1.2169,101600.0000,7.3000
"2012-10-11-16",1.2829,101510.0000,6.6000
"2012-10-11-17",1.4139,101470.0000,4.7000
"2012-10-11-18",1.4055,101420.0000,6.0000
"2012-10-11-19",1.4060,101370.0000,5.2000
"2012-10-11-20",1.3147,101330.0000,4.8000
"2012-10-11-21",1.2044,101340.0000,5.2000
"2012-10-11-22",1.2949,101420.0000,5.3000
"2012-10-11-23",1.3933,101440.0000,5.3000
"2012-10-12-0",1.3886,101480.0000,6.1000
"2012-10-12-1",1.3728,101490.0000,6.8000
"2012-10-12-2",1.4353,101490.0000,7.5000
"2012-10-12-3",1.4505,101500.0000,6.6000
"2012-10-12-4",1.5178,101480.0000,8.2000
"2012-10-12-5",1.5668,101410.0000,8.0000
"2012-10-12-6",1.5505,101290.0000,8.2000
"2012-10-12-7",1.4318,101230.0000,8.4000
"2012-10-12-8",1.5608,101220.0000,7.5000
"2012-10-12-9",1.4334,101250.0000,7.8000
"2012-10-12-10",1.5735,101280.0000,7.5000
"2012-10-12-11",1.4873,101340.0000,7.6000
"2012-10-12-12",1.4712,101410.0000,7.5000
"2012-10-12-13",1.6065,101470.0000,7.4000
"2012-10-12-14",1.4407,101520.0000,7.2000
"2012-10-12-15",1.4035,101520.0000,7.6000
"2012-10-12-16",1.6149,101480.0000,6.6000
"2012-10-12-17",1.5205,101410.0000,6.0000
"2012-10-12-18",1.3433,101370.0000,5.8000
"2012-10-12-19",1.3786,101310.0000,5.6000
"2012-10-12-20",1.4120,101310.0000,4.5000
"2012-10-12-21",1.4833,101300.0000,4.6000
"2012-10-12-22",1.4820,101330.0000,4.5000
"2012-10-12-23",1.3601,101350.0000,5.3000
"2012-10-13-0",1.4922,101380.0000,6.7000
"2012-10-13-1",1.4966,101360.0000,7.8000
"2012-10-13-2",1.4904,101420.0000,7.5000
"2012-10-13-3",1.4997,101440.0000,6.8000
"2012-10-13-4",1.5460,101390.0000,7.1000
"2012-10-13-5",1.4654,101380.0000,5.9000
"2012-10-13-6",1.5179,101320.0000,6.0000
"2012-10-13-7",1.3892,101300.0000,5.0000
"2012-10-13-8",1.4164,101290.0000,4.3000
